"fiscal_year","agency_name","title_description","work_location_borough","pay_basis","regular_hours","regular_gross_paid","ot_hours","total_ot_paid","total_other_pay"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2080.00","52292.47","276.25","11237.17","3561.48"
"2024","NYC HOUSING AUTHORITY","RESIDENT BUILDING SUPERINTENDENT","BROOKLYN","per Annum","1176.50","72610.58","53.5","5050.96","3562.70"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","2080.00","36577.38","246.75","6946.57","3563.35"
"2024","NYC HOUSING AUTHORITY","HOUSING ASSISTANT","BRONX","per Annum","804","33697.50","70","5197.08","3563.36"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","1640.00","27916.08","212.25","5709.05","3563.53"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","1353.15","31193.33","78.75","3304.31","3564.59"
"2024","NYC HOUSING AUTHORITY","MASONS HELPER","BROOKLYN","per Day","1820.00","86413.85","334","20906.66","3566.24"
"2024","NYC HOUSING AUTHORITY","MASONS HELPER","BROOKLYN","per Day","1820.00","86499.35","487","27651.86","3566.53"
"2024","NYC HOUSING AUTHORITY","ASBESTOS HANDLER","QUEENS","per Annum","2080.00","93743.22","414","28155.70","3566.74"
"2024","NYC HOUSING AUTHORITY","CARETAKER","QUEENS","per Annum","2080.00","37584.73","240.75","9630.69","3567.85"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","1950.00","34204.89","121","3355.08","3568.51"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","BROOKLYN","per Day","2080.00","63499.09","201.75","8987.05","3568.56"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","MANHATTAN","per Day","2080.00","64513.48","227.5","10571.04","3568.83"
"2024","NYC HOUSING AUTHORITY","CARETAKER","QUEENS","per Annum","393.15","6413.72","158","5081.00","3569.10"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2080.00","32753.48","181.25","5034.60","3569.61"
"2024","NYC HOUSING AUTHORITY","PLUMBER'S HELPER","QUEENS","per Day","1820.00","78260.42","201","17358.20","3569.84"
"2024","NYC HOUSING AUTHORITY","PAINTER","BRONX","per Day","0","2959.95","0","10.27","3569.92"
"2024","NYC HOUSING AUTHORITY","CARETAKER","QUEENS","per Annum","1453.00","23851.15","115.5","3088.92","3570.52"
"2024","NYC HOUSING AUTHORITY","ASSOCIATE PROJECT MANAGER","QUEENS","per Annum","1820.00","100956.72","0","0.00","3570.82"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","MANHATTAN","per Day","1944.00","61930.69","215.5","10673.43","3571.79"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","1759.50","30185.95","175.75","5058.11","3571.89"
"2024","NYC HOUSING AUTHORITY","ASSISTANT HOUSING MANAGER","BRONX","per Annum","1820.00","78397.37","125.75","5582.92","3571.97"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2074.28","50070.59","265","10761.01","3572.23"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","MANHATTAN","per Day","2080.00","65043.20","228.5","10576.52","3572.58"
"2024","NYC HOUSING AUTHORITY","CARETAKER","QUEENS","per Annum","2080.00","52292.47","304","12319.53","3572.71"
"2024","NYC HOUSING AUTHORITY","ASSISTANT HOUSING MANAGER","BRONX","per Annum","1820.00","82148.08","0","0.00","3573.61"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","QUEENS","per Day","2080.00","64793.92","355.5","16276.71","3574.80"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2080.00","31267.04","262.25","7831.96","3575.87"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2080.00","39907.71","264.75","8051.13","3576.72"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","1960.00","33264.67","179.5","4925.60","3577.67"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","2080.00","38396.93","227.5","9263.50","3578.21"
"2024","NYC HOUSING AUTHORITY","PAINTER","QUEENS","per Day","1820.00","94072.44","604.5","46749.10","3579.06"
"2024","NYC HOUSING AUTHORITY","COMPUTER SYSTEMS MANAGER","MANHATTAN","per Annum","1820.00","149626.50","0","0.00","3581.40"
"2024","NYC HOUSING AUTHORITY","COMPUTER SYSTEMS MANAGER","MANHATTAN","per Annum","1820.00","151514.44","0","0.00","3581.40"
"2024","NYC HOUSING AUTHORITY","COMPUTER SYSTEMS MANAGER","MANHATTAN","per Annum","1820.00","152655.89","0","0.00","3581.40"
"2024","NYC HOUSING AUTHORITY","COMPUTER SYSTEMS MANAGER","MANHATTAN","per Annum","1820.00","151477.03","5.75","467.40","3581.40"
"2024","NYC HOUSING AUTHORITY","COMPUTER SYSTEMS MANAGER","MANHATTAN","per Annum","1820.00","159572.29","10","888.28","3581.40"
"2024","NYC HOUSING AUTHORITY","COMPUTER SYSTEMS MANAGER","MANHATTAN","per Annum","1820.00","156391.00","52","4819.29","3581.40"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","2080.00","50723.89","257","10509.04","3581.70"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","QUEENS","per Day","2080.00","65043.20","210","9729.72","3582.70"
"2024","NYC HOUSING AUTHORITY","HEATING PLANT TECHNICIAN","QUEENS","per Annum","1904.00","53786.36","8","428.31","3582.95"
"2024","NYC HOUSING AUTHORITY","PAINTER","QUEENS","per Day","1820.00","96960.85","645.25","49420.28","3583.69"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","2080.00","36940.09","239","7343.05","3584.02"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2080.00","47888.63","236","9536.39","3584.45"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","1923.43","35083.07","160.25","5654.22","3585.57"
"2024","NYC HOUSING AUTHORITY","ELECTRICIANS HELPER","QUEENS","per Day","1330.00","59618.10","953","59264.50","3585.68"
"2024","NYC HOUSING AUTHORITY","PAINTER","BROOKLYN","per Day","1820.00","94065.48","336.75","27794.66","3585.71"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","2080.00","41522.90","286.75","9378.62","3586.27"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2080.00","52292.47","239.5","9775.11","3586.40"
"2024","NYC HOUSING AUTHORITY","ADMIN COMMUNITY RELATIONS SPECIALIST","MANHATTAN","per Annum","1820.00","91166.38","87.25","4992.49","3588.15"
"2024","NYC HOUSING AUTHORITY","CARETAKER","QUEENS","per Annum","2080.00","52123.68","171.5","6757.53","3588.49"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","RICHMOND","per Day","2080.00","65043.20","258.5","12042.35","3588.50"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","1237.50","31897.56","54","2399.72","3588.57"
"2024","NYC HOUSING AUTHORITY","ELECTRICIANS HELPER","QUEENS","per Day","1386.75","54155.14","450.25","27788.58","3589.34"
"2024","NYC HOUSING AUTHORITY","COMPUTER SYSTEMS MANAGER","MANHATTAN","per Annum","1820.00","127971.37","8.75","671.32","3589.65"
"2024","NYC HOUSING AUTHORITY","COMPUTER SYSTEMS MANAGER","MANHATTAN","per Annum","1820.00","170180.21","13","1164.79","3589.65"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","BRONX","per Day","2080.00","65043.20","450.75","20799.35","3589.80"
"2024","NYC HOUSING AUTHORITY","CARETAKER","QUEENS","per Annum","1992.00","32773.34","146.25","4151.83","3589.82"
"2024","NYC HOUSING AUTHORITY","PAINTER","BROOKLYN","per Day","980","49917.70","86","6331.94","3590.16"
"2024","NYC HOUSING AUTHORITY","PAINTER","QUEENS","per Day","1288.00","67925.10","100","8180.91","3590.16"
"2024","NYC HOUSING AUTHORITY","SUPERVISOR PAINTER","QUEENS","per Day","1820.00","97689.55","219","16647.08","3590.16"
"2024","NYC HOUSING AUTHORITY","PAINTER","MANHATTAN","per Day","1820.00","94340.96","304","24935.13","3590.16"
"2024","NYC HOUSING AUTHORITY","PAINTER","BRONX","per Day","1015.00","49917.70","547.25","40370.65","3590.16"
"2024","NYC HOUSING AUTHORITY","PAINTER","BROOKLYN","per Day","1820.00","96960.85","649.5","51457.09","3590.16"
"2024","NYC HOUSING AUTHORITY","PAINTER","BRONX","per Day","1820.00","90083.00","952.75","70368.62","3590.16"
"2024","NYC HOUSING AUTHORITY","PAINTER","QUEENS","per Day","1820.00","92069.32","126.75","10838.32","3590.17"
"2024","NYC HOUSING AUTHORITY","HOUSING ASSISTANT","MANHATTAN","per Annum","1048.75","35996.49","36","1379.65","3590.34"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2080.00","36644.43","163","4582.33","3590.76"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2080.00","52005.18","240.25","9628.58","3590.93"
"2024","NYC HOUSING AUTHORITY","PLUMBER'S HELPER","MANHATTAN","per Day","1820.00","78197.70","144.25","12592.13","3590.94"
"2024","NYC HOUSING AUTHORITY","PLUMBER'S HELPER","MANHATTAN","per Day","1820.00","78081.08","407.75","35167.82","3590.94"
"2024","NYC HOUSING AUTHORITY","PLUMBER'S HELPER","BROOKLYN","per Day","1260.00","53079.07","462.5","38959.94","3590.94"
"2024","NYC HOUSING AUTHORITY","PLUMBER'S HELPER","QUEENS","per Day","1820.00","77223.09","467.75","39557.49","3590.94"
"2024","NYC HOUSING AUTHORITY","PLUMBER'S HELPER","QUEENS","per Day","1820.00","78555.89","474","40464.76","3590.94"
"2024","NYC HOUSING AUTHORITY","ASSISTANT RESIDENT BUILDING SUPT","MANHATTAN","per Annum","2080.00","79099.56","369.5","20887.34","3591.16"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","BRONX","per Day","2080.00","62580.80","194.25","8768.85","3591.56"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","MANHATTAN","per Day","2080.00","65043.20","258.75","11999.21","3591.72"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","2080.00","50360.87","262","10488.13","3592.06"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","2080.00","49808.74","356.25","14296.33","3592.52"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","QUEENS","per Day","2000.00","60182.40","203.75","9162.74","3594.76"
"2024","NYC HOUSING AUTHORITY","CARETAKER","QUEENS","per Annum","2000.00","48187.95","229","9264.49","3594.94"
"2024","NYC HOUSING AUTHORITY","EXECUTIVE AGENCY COUNSEL","MANHATTAN","per Annum","1820.00","126889.57","0","0.00","3595.03"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","BROOKLYN","per Day","2080.00","63547.52","102.25","4514.32","3595.72"
"2024","NYC HOUSING AUTHORITY","HOUSING ASSISTANT","MANHATTAN","per Annum","1820.00","83317.10","127.25","6883.92","3596.30"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","2080.00","27802.96","319.5","12615.08","3596.61"
"2024","NYC HOUSING AUTHORITY","ROOFER","QUEENS","per Day","1820.00","98748.65","0","97.77","3598.80"
"2024","NYC HOUSING AUTHORITY","ASSISTANT RESIDENT BUILDING SUPT","BRONX","per Annum","2080.00","66555.19","86","4725.61","3599.60"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","MANHATTAN","per Day","960","26322.44","58.75","2612.06","3600.28"
"2024","NYC HOUSING AUTHORITY","ASSISTANT RESIDENT BUILDING SUPT","QUEENS","per Annum","2080.00","77705.63","408.75","23126.48","3601.38"
"2024","NYC HOUSING AUTHORITY","PAINTER","BRONX","per Day","1950.00","74394.46","238.25","12592.92","3601.42"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","2074.50","36264.82","241.5","7398.18","3601.79"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","1424.75","25347.03","282.5","7864.13","3602.42"
"2024","NYC HOUSING AUTHORITY","PLUMBER'S HELPER","MANHATTAN","per Day","1820.00","77181.44","263.75","22397.04","3602.84"
"2024","NYC HOUSING AUTHORITY","HOUSING ASSISTANT","BRONX","per Annum","1820.00","71603.78","0","-0.79","3603.50"
"2024","NYC HOUSING AUTHORITY","ASSOCIATE STAFF ANALYST","MANHATTAN","per Annum","0","2949.14","0","0.00","3603.86"
"2024","NYC HOUSING AUTHORITY","ADMIN COMMUNITY RELATIONS SPECIALIST","MANHATTAN","per Annum","1820.00","155022.79","0","0.00","3603.98"
"2024","NYC HOUSING AUTHORITY","ELEVATOR MECHANIC HELPER","MANHATTAN","per Day","2080.00","76960.00","424.5","27232.00","3604.80"
"2024","NYC HOUSING AUTHORITY","PAINTER","QUEENS","per Day","1820.00","90081.63","93.75","6986.44","3605.88"
"2024","NYC HOUSING AUTHORITY","PAINTER","QUEENS","per Day","1820.00","96960.85","184.5","15702.99","3605.88"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2080.00","40097.75","217.75","6865.22","3606.96"
"2024","NYC HOUSING AUTHORITY","COMPUTER SYSTEMS MANAGER","MANHATTAN","per Annum","1820.00","186507.51","0","0.00","3607.20"
"2024","NYC HOUSING AUTHORITY","ELEVATOR MECHANIC","MANHATTAN","per Day","2080.00","126651.20","564","56962.63","3607.32"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","QUEENS","per Day","1160.00","32810.66","63","2728.21","3608.53"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","MANHATTAN","per Day","2080.00","60987.41","242","10689.83","3609.56"
"2024","NYC HOUSING AUTHORITY","BRICKLAYER","MANHATTAN","per Day","1820.00","113900.88","302.5","23951.17","3609.80"
"2024","NYC HOUSING AUTHORITY","PLUMBER'S HELPER","QUEENS","per Day","1778.00","76556.45","373.5","32064.34","3609.98"
"2024","NYC HOUSING AUTHORITY","PAINTER","QUEENS","per Day","1820.00","96960.85","924","72038.38","3609.99"
"2024","NYC HOUSING AUTHORITY","PLUMBER","QUEENS","per Day","1820.00","94229.69","622","61652.75","3611.47"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","BRONX","per Day","720","24206.40","168.5","7648.34","3613.12"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","280","6346.86","0","1505.48","3614.00"
"2024","NYC HOUSING AUTHORITY","HOUSING EXTERMINATOR-AL II & III","QUEENS","per Annum","1738.00","60158.43","68","3135.64","3614.78"
"2024","NYC HOUSING AUTHORITY","ELECTRICIANS HELPER","MANHATTAN","per Day","1820.00","75744.00","1618.75","100699.03","3616.50"
"2024","NYC HOUSING AUTHORITY","BRICKLAYER","BRONX","per Day","1820.00","118819.49","298","21723.60","3616.80"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","1400.00","23704.04","253.75","6892.49","3616.94"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","2080.00","32162.86","257.25","7346.66","3617.72"
"2024","NYC HOUSING AUTHORITY","PAINTER","MANHATTAN","per Day","1820.00","96913.60","679","55230.29","3618.65"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","MANHATTAN","per Day","2080.00","61441.56","325.5","14454.36","3619.56"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","1832.00","37137.88","156.5","5124.89","3619.63"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","1960.00","31562.40","159.5","4373.54","3620.10"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","1356.00","32261.34","150","6167.86","3620.19"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2080.00","39576.66","218.25","6895.55","3620.78"
"2024","NYC HOUSING AUTHORITY","ASSISTANT RESIDENT BUILDING SUPT","BROOKLYN","per Annum","720","28721.71","0","264.12","3621.12"
"2024","NYC HOUSING AUTHORITY","PAINTER","MANHATTAN","per Day","1820.00","91214.62","651","49016.04","3621.52"
"2024","NYC HOUSING AUTHORITY","PAINTER","QUEENS","per Day","1820.00","96960.85","562.25","44239.80","3621.60"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","1496.00","26323.86","308","8655.34","3622.73"
"2024","NYC HOUSING AUTHORITY","PAINTER","QUEENS","per Day","1820.00","95382.70","251.5","20923.47","3623.04"
"2024","NYC HOUSING AUTHORITY","PAINTER","QUEENS","per Day","1820.00","94283.42","427.5","34244.87","3623.04"
"2024","NYC HOUSING AUTHORITY","PAINTER","BROOKLYN","per Day","1820.00","96960.85","776.25","63227.87","3623.57"
"2024","NYC HOUSING AUTHORITY","ADMINISTRATIVE HOUSING MANAGER","BRONX","per Annum","1820.00","138108.63","82","7177.97","3623.69"
"2024","NYC HOUSING AUTHORITY","ROOFER","QUEENS","per Day","1820.00","105523.25","461.75","35808.85","3623.80"
"2024","NYC HOUSING AUTHORITY","PAINTER","QUEENS","per Day","1820.00","96960.85","854.5","69260.11","3625.59"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","BRONX","per Day","2080.00","57420.28","280.75","12803.66","3625.72"
"2024","NYC HOUSING AUTHORITY","ELEVATOR MECHANIC HELPER","MANHATTAN","per Day","2080.00","76960.00","373.5","24521.75","3625.80"
"2024","NYC HOUSING AUTHORITY","ADMINISTRATIVE HOUSING DEVELOPMENT SPECIALIST","QUEENS","per Annum","1820.00","238735.67","0","0.00","3626.04"
"2024","NYC HOUSING AUTHORITY","PAINTER","BRONX","per Day","1820.00","96960.85","711.25","54990.31","3627.62"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","1456.00","34654.94","137.5","5887.38","3628.03"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","2080.00","30789.11","127.5","4192.54","3628.30"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","2080.00","34678.54","310.75","9093.52","3628.86"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","MANHATTAN","per Day","2080.00","68748.65","214","10712.06","3629.86"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2080.00","40478.96","164","5443.90","3629.88"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","2080.00","46592.64","223.25","8135.51","3631.13"
"2024","NYC HOUSING AUTHORITY","HOUSING ASSISTANT","QUEENS","per Annum","1820.00","71603.78","173.5","7694.76","3631.54"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","1832.00","25380.90","144.25","4092.40","3631.62"
"2024","NYC HOUSING AUTHORITY","PAINTER","QUEENS","per Day","1820.00","96960.85","437.25","35056.18","3633.10"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","BROOKLYN","per Day","2080.00","59028.17","171.5","7695.34","3633.56"
"2024","NYC HOUSING AUTHORITY","ELECTRICIAN","QUEENS","per Day","1915.00","99079.23","619.75","59833.04","3633.94"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2080.00","39363.19","318","9506.03","3636.14"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","1600.00","24277.87","267.5","7290.18","3636.34"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2080.00","34795.92","97.25","2676.09","3636.91"
"2024","NYC HOUSING AUTHORITY","AGENCY ATTORNEY","MANHATTAN","per Annum","1820.00","88451.43","0","0.00","3637.06"
"2024","NYC HOUSING AUTHORITY","PLASTERER","QUEENS","per Day","2080.00","127538.07","544.5","62565.16","3638.04"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2080.00","36855.82","276.5","7896.75","3638.31"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","BRONX","per Day","2080.00","62580.80","232","10466.47","3638.92"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","824","20638.78","157.25","6942.62","3639.99"
"2024","NYC HOUSING AUTHORITY","SPECIAL ASSISTANT TO THE DEPUTY EXECUTIVE DIRECTOR","MANHATTAN","per Annum","1820.00","133155.92","0","0.00","3640.00"
"2024","NYC HOUSING AUTHORITY","CARETAKER","QUEENS","per Annum","2080.00","52292.47","203","8339.17","3640.48"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","BRONX","per Day","2080.00","63441.30","208.5","9611.75","3640.56"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2149.97","51206.41","218.25","8884.13","3640.98"
"2024","NYC HOUSING AUTHORITY","PAINTER","QUEENS","per Day","1820.00","95759.86","784","61745.25","3641.53"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","2080.00","35324.70","311.25","8727.49","3641.54"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","MANHATTAN","per Day","2080.00","66988.01","456","21655.69","3642.02"
"2024","NYC HOUSING AUTHORITY","PLUMBER'S HELPER","QUEENS","per Day","1820.00","78555.89","823","70386.16","3643.36"
"2024","NYC HOUSING AUTHORITY","CARETAKER","QUEENS","per Annum","2080.00","35579.89","221.5","6096.39","3643.43"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","QUEENS","per Day","2080.00","65043.20","240.25","11096.19","3643.52"
"2024","NYC HOUSING AUTHORITY","PAINTER","BROOKLYN","per Day","1498.00","58264.64","184.25","15756.73","3644.48"
"2024","NYC HOUSING AUTHORITY","PAINTER","QUEENS","per Day","1820.00","94379.32","426","34289.16","3644.63"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","2080.00","29558.47","265.25","7854.64","3644.71"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","BRONX","per Day","2080.00","62580.80","224.75","10022.11","3645.92"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","2040.00","33412.05","182.25","5022.17","3646.14"
"2024","NYC HOUSING AUTHORITY","CARPENTER","BRONX","per Day","910","53846.10","327.5","27806.27","3646.72"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","1443.43","24333.63","166.5","4559.06","3647.22"
"2024","NYC HOUSING AUTHORITY","PAINTER","BRONX","per Day","1820.00","96960.85","607.75","48598.50","3647.43"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","QUEENS","per Day","2080.00","65043.20","137.25","6343.61","3647.95"
"2024","NYC HOUSING AUTHORITY","ADM MANAGER-NON-MGRL","MANHATTAN","per Annum","1285.50","79773.22","0","0.00","3648.57"
